nct_id,sponsor_type,sponsor_name
NCT100003162,Other,Other Sponsor #77
NCT100003163,Industry,Industry Sponsor #369
NCT100003164,Other,Other Sponsor #183
NCT100003165,Industry,Industry Sponsor #290
NCT100003166,Other,Other Sponsor #151
NCT100003167,Other,Other Sponsor #10
NCT100003168,Other,Other Sponsor #16
NCT100003169,Other,Other Sponsor #119
NCT100003170,Other,Other Sponsor #305
NCT100003171,Other,Other Sponsor #206
NCT100003172,Industry,Industry Sponsor #399
NCT100003173,NIH,NIH Sponsor #245
NCT100003174,Industry,Industry Sponsor #64
NCT100003175,Other,Other Sponsor #226
NCT100003176,Other,Other Sponsor #148
NCT100003177,NIH,NIH Sponsor #50
NCT100003178,Industry,Industry Sponsor #71
NCT100003179,Industry,Industry Sponsor #306
NCT100003180,Other,Other Sponsor #35
NCT100003181,Industry,Industry Sponsor #396
NCT100003182,NIH,NIH Sponsor #365
NCT100003183,NIH,NIH Sponsor #349
NCT100003184,Industry,Industry Sponsor #251
NCT100003185,Industry,Industry Sponsor #271
NCT100003186,Industry,Industry Sponsor #158
NCT100003187,Other,Other Sponsor #73
NCT100003188,Other,Other Sponsor #237
NCT100003189,Other,Other Sponsor #103
NCT100003190,Industry,Industry Sponsor #274
NCT100003191,Industry,Industry Sponsor #36
NCT100003192,Other,Other Sponsor #20
NCT100003193,Industry,Industry Sponsor #35
NCT100003194,Industry,Industry Sponsor #285
NCT100003195,Industry,Industry Sponsor #355
NCT100003196,Industry,Industry Sponsor #116
NCT100003197,Industry,Industry Sponsor #183
NCT100003198,Industry,Industry Sponsor #45
NCT100003199,NIH,NIH Sponsor #34
NCT100003200,NIH,NIH Sponsor #193
NCT100003201,Industry,Industry Sponsor #295
NCT100003202,Industry,Industry Sponsor #284
NCT100003203,Industry,Industry Sponsor #351
NCT100003204,Industry,Industry Sponsor #268
NCT100003205,Industry,Industry Sponsor #264
NCT100003206,Industry,Industry Sponsor #190
NCT100003207,NIH,NIH Sponsor #65
NCT100003208,Industry,Industry Sponsor #237
NCT100003209,Industry,Industry Sponsor #328
NCT100003210,Other,Other Sponsor #271
NCT100003211,Other,Other Sponsor #106
NCT100003212,Industry,Industry Sponsor #43
NCT100003213,Industry,Industry Sponsor #386
NCT100003214,Industry,Industry Sponsor #252
NCT100003215,Industry,Industry Sponsor #12
NCT100003216,Industry,Industry Sponsor #240
NCT100003217,NIH,NIH Sponsor #217
NCT100003218,Industry,Industry Sponsor #337
NCT100003219,Industry,Industry Sponsor #384
NCT100003220,Other,Other Sponsor #382
NCT100003221,NIH,NIH Sponsor #273
NCT100003222,Industry,Industry Sponsor #162
NCT100003223,Industry,Industry Sponsor #272
NCT100003224,Other,Other Sponsor #22
NCT100003225,Industry,Industry Sponsor #106
NCT100003226,Other,Other Sponsor #106
NCT100003227,Industry,Industry Sponsor #179
NCT100003228,Industry,Industry Sponsor #317
NCT100003229,Industry,Industry Sponsor #385
NCT100003230,Other,Other Sponsor #127
NCT100003231,Other,Other Sponsor #250
NCT100003232,Other,Other Sponsor #149
NCT100003233,Industry,Industry Sponsor #123
NCT100003234,Other,Other Sponsor #216
NCT100003235,Industry,Industry Sponsor #43
NCT100003236,Other,Other Sponsor #40
NCT100003237,Other,Other Sponsor #166
NCT100003238,Other,Other Sponsor #210
NCT100003239,Industry,Industry Sponsor #280
NCT100003240,Industry,Industry Sponsor #215
NCT100003241,Industry,Industry Sponsor #325
NCT100003242,Industry,Industry Sponsor #304
NCT100003243,NIH,NIH Sponsor #23
NCT100003244,Other,Other Sponsor #311
NCT100003245,Industry,Industry Sponsor #143
NCT100003246,Other,Other Sponsor #362
NCT100003247,Other,Other Sponsor #252
NCT100003248,Industry,Industry Sponsor #284
NCT100003249,Other,Other Sponsor #393
NCT100003250,NIH,NIH Sponsor #34
NCT100003251,Industry,Industry Sponsor #263
NCT100003252,Industry,Industry Sponsor #8
NCT100003253,NIH,NIH Sponsor #58
NCT100003254,Other,Other Sponsor #96
NCT100003255,Industry,Industry Sponsor #21
NCT100003256,NIH,NIH Sponsor #183
NCT100003257,Other,Other Sponsor #29
NCT100003258,Industry,Industry Sponsor #82
NCT100003259,Other,Other Sponsor #248
NCT100003260,Other,Other Sponsor #142
NCT100003261,Other,Other Sponsor #78
NCT100003262,Industry,Industry Sponsor #254
NCT100003263,Industry,Industry Sponsor #331
NCT100003264,Industry,Industry Sponsor #19
NCT100003265,Industry,Industry Sponsor #26
NCT100003266,Industry,Industry Sponsor #29
NCT100003267,Other,Other Sponsor #213
NCT100003268,Industry,Industry Sponsor #16
NCT100003269,Industry,Industry Sponsor #254
NCT100003270,NIH,NIH Sponsor #237
NCT100003271,Other,Other Sponsor #232
NCT100003272,Industry,Industry Sponsor #22
NCT100003273,Industry,Industry Sponsor #13
NCT100003274,Other,Other Sponsor #209
NCT100003275,Industry,Industry Sponsor #36
NCT100003276,Industry,Industry Sponsor #75
NCT100003277,Other,Other Sponsor #185
NCT100003278,Industry,Industry Sponsor #301
NCT100003279,Other,Other Sponsor #374
NCT100003280,Other,Other Sponsor #243
NCT100003281,Industry,Industry Sponsor #181
NCT100003282,Industry,Industry Sponsor #239
NCT100003283,Other,Other Sponsor #177
NCT100003284,Industry,Industry Sponsor #55
NCT100003285,Other,Other Sponsor #47
NCT100003286,Industry,Industry Sponsor #147
NCT100003287,NIH,NIH Sponsor #264
NCT100003288,Other,Other Sponsor #257
NCT100003289,Industry,Industry Sponsor #225
NCT100003290,Industry,Industry Sponsor #150
NCT100003291,Industry,Industry Sponsor #293
NCT100003292,Other,Other Sponsor #102
NCT100003293,Industry,Industry Sponsor #21
NCT100003294,Other,Other Sponsor #141
NCT100003295,Industry,Industry Sponsor #86
NCT100003296,Other,Other Sponsor #184
NCT100003297,Industry,Industry Sponsor #193
NCT100003298,Other,Other Sponsor #304
NCT100003299,Industry,Industry Sponsor #291
NCT100003300,Industry,Industry Sponsor #48
NCT100003301,Industry,Industry Sponsor #234
NCT100003302,NIH,NIH Sponsor #367
NCT100003303,Other,Other Sponsor #43
NCT100003304,Industry,Industry Sponsor #12
NCT100003305,Industry,Industry Sponsor #50
NCT100003306,Industry,Industry Sponsor #163
NCT100003307,Industry,Industry Sponsor #257
NCT100003308,Industry,Industry Sponsor #97
NCT100003309,Industry,Industry Sponsor #212
NCT100003310,Other,Other Sponsor #129
NCT100003311,Industry,Industry Sponsor #28
NCT100003312,Other,Other Sponsor #72
NCT100003313,Industry,Industry Sponsor #114
NCT100003314,Industry,Industry Sponsor #201
NCT100003315,Other,Other Sponsor #353
NCT100003316,Other,Other Sponsor #99
NCT100003317,Industry,Industry Sponsor #9
NCT100003318,Industry,Industry Sponsor #72
NCT100003319,Industry,Industry Sponsor #36
NCT100003320,Industry,Industry Sponsor #204
NCT100003321,NIH,NIH Sponsor #136
NCT100003322,Industry,Industry Sponsor #74
NCT100003323,Other,Other Sponsor #103
NCT100003324,Industry,Industry Sponsor #136
NCT100003325,Industry,Industry Sponsor #396
NCT100003326,Industry,Industry Sponsor #336
NCT100003327,Industry,Industry Sponsor #325
NCT100003328,Industry,Industry Sponsor #188
NCT100003329,Industry,Industry Sponsor #133
NCT100003330,Industry,Industry Sponsor #274
NCT100003331,Other,Other Sponsor #235
NCT100003332,Industry,Industry Sponsor #215
NCT100003333,Other,Other Sponsor #67
NCT100003334,Other,Other Sponsor #210
NCT100003335,Industry,Industry Sponsor #243
NCT100003336,NIH,NIH Sponsor #186
NCT100003337,Industry,Industry Sponsor #257
NCT100003338,Industry,Industry Sponsor #140
NCT100003339,Industry,Industry Sponsor #194
NCT100003340,Industry,Industry Sponsor #130
NCT100003341,NIH,NIH Sponsor #205
NCT100003342,Industry,Industry Sponsor #344
NCT100003343,Industry,Industry Sponsor #128
NCT100003344,Industry,Industry Sponsor #148
NCT100003345,Other,Other Sponsor #142
NCT100003346,Other,Other Sponsor #397
NCT100003347,Other,Other Sponsor #83
NCT100003348,Other,Other Sponsor #372
NCT100003349,Industry,Industry Sponsor #381
NCT100003350,Industry,Industry Sponsor #259
NCT100003351,Industry,Industry Sponsor #54
NCT100003352,Other,Other Sponsor #26
NCT100003353,Industry,Industry Sponsor #244
NCT100003354,Industry,Industry Sponsor #239
NCT100003355,Other,Other Sponsor #388
NCT100003356,Other,Other Sponsor #316
NCT100003357,Other,Other Sponsor #326
NCT100003358,Industry,Industry Sponsor #62
NCT100003359,Industry,Industry Sponsor #62
NCT100003360,Other,Other Sponsor #268
NCT100003361,NIH,NIH Sponsor #117
NCT100003362,Industry,Industry Sponsor #57
NCT100003363,Industry,Industry Sponsor #389
NCT100003364,Industry,Industry Sponsor #102
NCT100003365,Other,Other Sponsor #55
NCT100003366,Industry,Industry Sponsor #367
NCT100003367,Other,Other Sponsor #87
NCT100003368,Industry,Industry Sponsor #96
NCT100003369,Industry,Industry Sponsor #309
NCT100003370,Industry,Industry Sponsor #242
NCT100003371,Industry,Industry Sponsor #354
NCT100003372,Other,Other Sponsor #384
NCT100003373,Industry,Industry Sponsor #153
NCT100003374,Other,Other Sponsor #187
NCT100003375,Other,Other Sponsor #109
NCT100003376,NIH,NIH Sponsor #150
NCT100003377,Industry,Industry Sponsor #218
NCT100003378,Industry,Industry Sponsor #189
NCT100003379,Other,Other Sponsor #358
NCT100003380,Other,Other Sponsor #169
NCT100003381,Industry,Industry Sponsor #61
NCT100003382,Other,Other Sponsor #259
NCT100003383,Industry,Industry Sponsor #283
NCT100003384,Other,Other Sponsor #253
NCT100003385,NIH,NIH Sponsor #255
NCT100003386,Industry,Industry Sponsor #328
NCT100003387,Industry,Industry Sponsor #79
NCT100003388,Other,Other Sponsor #396
NCT100003389,Industry,Industry Sponsor #53
NCT100003390,Industry,Industry Sponsor #197
NCT100003391,Other,Other Sponsor #371
NCT100003392,Industry,Industry Sponsor #9
NCT100003393,Other,Other Sponsor #167
NCT100003394,NIH,NIH Sponsor #395
NCT100003395,Other,Other Sponsor #265
NCT100003396,Industry,Industry Sponsor #335
NCT100003397,Industry,Industry Sponsor #106
NCT100003398,Other,Other Sponsor #65
NCT100003399,Industry,Industry Sponsor #27
NCT100003400,Industry,Industry Sponsor #202
NCT100003401,Other,Other Sponsor #399
NCT100003402,Industry,Industry Sponsor #310
NCT100003403,Other,Other Sponsor #168
NCT100003404,Industry,Industry Sponsor #99
NCT100003405,Other,Other Sponsor #238
NCT100003406,Industry,Industry Sponsor #301
NCT100003407,Industry,Industry Sponsor #93
NCT100003408,Industry,Industry Sponsor #93
NCT100003409,Other,Other Sponsor #55
NCT100003410,Industry,Industry Sponsor #252
NCT100003411,Industry,Industry Sponsor #279
NCT100003412,NIH,NIH Sponsor #120
NCT100003413,Other,Other Sponsor #5
NCT100003414,Other,Other Sponsor #292
NCT100003415,Other,Other Sponsor #204
NCT100003416,Industry,Industry Sponsor #231
NCT100003417,Other,Other Sponsor #100
NCT100003418,Other,Other Sponsor #150
NCT100003419,Other,Other Sponsor #144
NCT100003420,Other,Other Sponsor #289
NCT100003421,Industry,Industry Sponsor #277
NCT100003422,Industry,Industry Sponsor #134
NCT100003423,NIH,NIH Sponsor #167
NCT100003424,NIH,NIH Sponsor #359
NCT100003425,Other,Other Sponsor #294
NCT100003426,Other,Other Sponsor #396
NCT100003427,Other,Other Sponsor #232
NCT100003428,Industry,Industry Sponsor #330
NCT100003429,Industry,Industry Sponsor #301
NCT100003430,Industry,Industry Sponsor #155
NCT100003431,Other,Other Sponsor #12
NCT100003432,Other,Other Sponsor #88
NCT100003433,Industry,Industry Sponsor #154
NCT100003434,Industry,Industry Sponsor #300
NCT100003435,Industry,Industry Sponsor #4
NCT100003436,Other,Other Sponsor #170
NCT100003437,Other,Other Sponsor #173
NCT100003438,Industry,Industry Sponsor #284
NCT100003439,Other,Other Sponsor #84
NCT100003440,Industry,Industry Sponsor #4
NCT100003441,Other,Other Sponsor #119
NCT100003442,Industry,Industry Sponsor #30
NCT100003443,Industry,Industry Sponsor #314
NCT100003444,Industry,Industry Sponsor #102
NCT100003445,Industry,Industry Sponsor #8
NCT100003446,Industry,Industry Sponsor #105
NCT100003447,Industry,Industry Sponsor #52
NCT100003448,Industry,Industry Sponsor #141
NCT100003449,Industry,Industry Sponsor #129
NCT100003450,Other,Other Sponsor #230
NCT100003451,NIH,NIH Sponsor #273
NCT100003452,Industry,Industry Sponsor #182
NCT100003453,Industry,Industry Sponsor #396
NCT100003454,Industry,Industry Sponsor #26
NCT100003455,NIH,NIH Sponsor #134
NCT100003456,Other,Other Sponsor #79
NCT100003457,Industry,Industry Sponsor #165
NCT100003458,Other,Other Sponsor #155
NCT100003459,Industry,Industry Sponsor #295
NCT100003460,Other,Other Sponsor #286
NCT100003461,NIH,NIH Sponsor #175
NCT100003462,Other,Other Sponsor #267
NCT100003463,Industry,Industry Sponsor #99
NCT100003464,Industry,Industry Sponsor #245
NCT100003465,Industry,Industry Sponsor #65
NCT100003466,Industry,Industry Sponsor #164
NCT100003467,NIH,NIH Sponsor #180
NCT100003468,Industry,Industry Sponsor #326
NCT100003469,NIH,NIH Sponsor #390
NCT100003470,Industry,Industry Sponsor #84
NCT100003471,NIH,NIH Sponsor #6
NCT100003472,Other,Other Sponsor #69
NCT100003473,Other,Other Sponsor #27
NCT100003474,Industry,Industry Sponsor #21
NCT100003475,Industry,Industry Sponsor #295
NCT100003476,Industry,Industry Sponsor #83
NCT100003477,Other,Other Sponsor #3
NCT100003478,Industry,Industry Sponsor #20
NCT100003479,Other,Other Sponsor #29
NCT100003480,Industry,Industry Sponsor #270
NCT100003481,Industry,Industry Sponsor #103
NCT100003482,Industry,Industry Sponsor #115
NCT100003483,Industry,Industry Sponsor #317
NCT100003484,Industry,Industry Sponsor #367
NCT100003485,Other,Other Sponsor #384
NCT100003486,Other,Other Sponsor #186
NCT100003487,Other,Other Sponsor #355
NCT100003488,Industry,Industry Sponsor #143
NCT100003489,Industry,Industry Sponsor #226
NCT100003490,Industry,Industry Sponsor #97
NCT100003491,Industry,Industry Sponsor #228
NCT100003492,Industry,Industry Sponsor #177
NCT100003493,Industry,Industry Sponsor #131
NCT100003494,Other,Other Sponsor #190
NCT100003495,NIH,NIH Sponsor #240
NCT100003496,Other,Other Sponsor #7
NCT100003497,Industry,Industry Sponsor #247
NCT100003498,Other,Other Sponsor #400
NCT100003499,Industry,Industry Sponsor #245
NCT100003500,Industry,Industry Sponsor #332
NCT100003501,Industry,Industry Sponsor #135
NCT100003502,Other,Other Sponsor #386
NCT100003503,Industry,Industry Sponsor #240
NCT100003504,Industry,Industry Sponsor #35
NCT100003505,Industry,Industry Sponsor #265
NCT100003506,Industry,Industry Sponsor #357
NCT100003507,Industry,Industry Sponsor #358
NCT100003508,Industry,Industry Sponsor #211
NCT100003509,Industry,Industry Sponsor #228
NCT100003510,Industry,Industry Sponsor #248
NCT100003511,Industry,Industry Sponsor #62
NCT100003512,Industry,Industry Sponsor #244
NCT100003513,Industry,Industry Sponsor #221
NCT100003514,Other,Other Sponsor #24
NCT100003515,Industry,Industry Sponsor #87
NCT100003516,Other,Other Sponsor #162
NCT100003517,Other,Other Sponsor #72
NCT100003518,Other,Other Sponsor #359
NCT100003519,Industry,Industry Sponsor #106
NCT100003520,Industry,Industry Sponsor #347
NCT100003521,Other,Other Sponsor #393
NCT100003522,NIH,NIH Sponsor #82
NCT100003523,Other,Other Sponsor #394
NCT100003524,Industry,Industry Sponsor #4
NCT100003525,Industry,Industry Sponsor #81
NCT100003526,Other,Other Sponsor #45
NCT100003527,Other,Other Sponsor #10
NCT100003528,NIH,NIH Sponsor #14
NCT100003529,Other,Other Sponsor #2
NCT100003530,Other,Other Sponsor #288
NCT100003531,Other,Other Sponsor #380
NCT100003532,Industry,Industry Sponsor #3
NCT100003533,Industry,Industry Sponsor #59
NCT100003534,Other,Other Sponsor #27
NCT100003535,NIH,NIH Sponsor #73
NCT100003536,Other,Other Sponsor #59
NCT100003537,Industry,Industry Sponsor #229
NCT100003538,Industry,Industry Sponsor #34
NCT100003539,Industry,Industry Sponsor #282
NCT100003540,Other,Other Sponsor #16
NCT100003541,Industry,Industry Sponsor #174
NCT100003542,Industry,Industry Sponsor #304
NCT100003543,Industry,Industry Sponsor #201
NCT100003544,Industry,Industry Sponsor #320
NCT100003545,Other,Other Sponsor #216
NCT100003546,Industry,Industry Sponsor #196
NCT100003547,Industry,Industry Sponsor #249
NCT100003548,Other,Other Sponsor #337
NCT100003549,Industry,Industry Sponsor #10
NCT100003550,Industry,Industry Sponsor #94
NCT100003551,Industry,Industry Sponsor #361
NCT100003552,Other,Other Sponsor #387
NCT100003553,Other,Other Sponsor #158
NCT100003554,Other,Other Sponsor #386
NCT100003555,Other,Other Sponsor #143
NCT100003556,Industry,Industry Sponsor #262
NCT100003557,Other,Other Sponsor #256
NCT100003558,Other,Other Sponsor #102
NCT100003559,Other,Other Sponsor #320
NCT100003560,NIH,NIH Sponsor #249
NCT100003561,Industry,Industry Sponsor #95
NCT100003562,Industry,Industry Sponsor #204
NCT100003563,NIH,NIH Sponsor #97
NCT100003564,Other,Other Sponsor #80
NCT100003565,Other,Other Sponsor #165
NCT100003566,Industry,Industry Sponsor #313
NCT100003567,Industry,Industry Sponsor #89
NCT100003568,Other,Other Sponsor #103
NCT100003569,Industry,Industry Sponsor #3
NCT100003570,Other,Other Sponsor #205
NCT100003571,Other,Other Sponsor #157
NCT100003572,Other,Other Sponsor #112
NCT100003573,Other,Other Sponsor #78
NCT100003574,NIH,NIH Sponsor #168
NCT100003575,Other,Other Sponsor #70
NCT100003576,Other,Other Sponsor #29
NCT100003577,Industry,Industry Sponsor #249
NCT100003578,Other,Other Sponsor #292
NCT100003579,Industry,Industry Sponsor #243
NCT100003580,Industry,Industry Sponsor #270
NCT100003581,Industry,Industry Sponsor #376
NCT100003582,Other,Other Sponsor #132
NCT100003583,Other,Other Sponsor #247
NCT100003584,Industry,Industry Sponsor #101
NCT100003585,Industry,Industry Sponsor #45
NCT100003586,Industry,Industry Sponsor #299
NCT100003587,Industry,Industry Sponsor #236
NCT100003588,Other,Other Sponsor #159
NCT100003589,NIH,NIH Sponsor #253
NCT100003590,Industry,Industry Sponsor #397
NCT100003591,Other,Other Sponsor #241
NCT100003592,NIH,NIH Sponsor #323
NCT100003593,Other,Other Sponsor #356
NCT100003594,NIH,NIH Sponsor #181
NCT100003595,Other,Other Sponsor #182
NCT100003596,Other,Other Sponsor #49
NCT100003597,Other,Other Sponsor #343
NCT100003598,Other,Other Sponsor #252
NCT100003599,NIH,NIH Sponsor #7
NCT100003600,Industry,Industry Sponsor #390
NCT100003601,Industry,Industry Sponsor #349
NCT100003602,Industry,Industry Sponsor #375
NCT100003603,Other,Other Sponsor #351
NCT100003604,Industry,Industry Sponsor #312
NCT100003605,Industry,Industry Sponsor #105
NCT100003606,Industry,Industry Sponsor #240
NCT100003607,Industry,Industry Sponsor #394
NCT100003608,Other,Other Sponsor #22
NCT100003609,Other,Other Sponsor #315
NCT100003610,Industry,Industry Sponsor #75
NCT100003611,Industry,Industry Sponsor #288
NCT100003612,Industry,Industry Sponsor #58
