nct_id,study_type,phase,overall_status,enrollment,start_date,completion_date
NCT100001946,Interventional,Phase 1,Completed,144,2016-04-16,2018-07-19
NCT100001947,Interventional,Phase 1,Terminated,308,2018-02-17,2019-03-25
NCT100001948,Interventional,Phase 3,Terminated,259,2023-04-09,2024-06-14
NCT100001949,Interventional,Phase 4,Completed,64,2012-11-05,2014-12-20
NCT100001950,Interventional,Phase 2,Completed,16,2020-05-05,2023-11-28
NCT100001951,Interventional,Phase 1,Terminated,68,2018-05-31,2019-02-06
NCT100001952,Interventional,Phase 2,Unknown status,196,2013-05-11,
NCT100001953,Interventional,Phase 1,Completed,54,2023-11-05,2025-11-26
NCT100001954,Interventional,Phase 3,Completed,5,2023-08-02,2025-06-29
NCT100001955,Interventional,Phase 2,Terminated,39,2017-09-28,2018-07-31
NCT100001956,Interventional,Phase 1,Completed,119,2012-12-09,2014-11-11
NCT100001957,Interventional,Phase 2,Unknown status,89,2015-02-16,
NCT100001958,Interventional,Phase 1,Unknown status,153,2019-09-01,
NCT100001959,Interventional,Phase 2,Recruiting,384,2019-02-20,
NCT100001960,Interventional,Phase 2,Recruiting,345,2022-12-09,
NCT100001961,Interventional,Phase 2,Unknown status,34,2025-08-27,
NCT100001962,Interventional,Phase 1,Completed,22,2019-12-14,2023-03-05
NCT100001963,Interventional,Phase 3,Completed,53,2016-06-06,2018-11-16
NCT100001964,Interventional,Phase 2,Completed,14,2012-06-23,2015-02-14
NCT100001965,Interventional,Phase 4,Unknown status,75,2021-05-18,
NCT100001966,Interventional,Phase 1,Withdrawn,45,2015-01-24,2015-09-26
NCT100001967,Interventional,Phase 1,Unknown status,42,2012-03-22,
NCT100001968,Interventional,Phase 2,Completed,88,2024-04-10,2025-12-31
NCT100001969,Interventional,Phase 2,Completed,26,2019-11-12,2021-10-07
NCT100001970,Interventional,Phase 2,Recruiting,15,2020-08-22,
NCT100001971,Interventional,Phase 4,Recruiting,248,2018-02-19,
NCT100001972,Interventional,Phase 2,Completed,188,2016-11-16,2019-04-20
NCT100001973,Interventional,Phase 1,Terminated,45,2025-08-27,2026-06-09
NCT100001974,Interventional,Phase 4,Completed,5,2019-03-21,2020-11-24
NCT100001975,Interventional,Phase 2,Withdrawn,585,2016-10-05,2017-12-04
NCT100001976,Interventional,Phase 4,Completed,217,2018-07-29,2020-07-08
NCT100001977,Interventional,Phase 4,Unknown status,409,2023-09-10,
NCT100001978,Interventional,Phase 3,"Active, not recruiting",39,2021-09-18,
NCT100001979,Interventional,Phase 1,Completed,103,2020-06-23,2022-05-23
NCT100001980,Interventional,Phase 2,Terminated,132,2019-05-03,2020-02-03
NCT100001981,Interventional,Phase 2,"Active, not recruiting",98,2018-05-25,
NCT100001982,Interventional,Phase 2,Recruiting,36,2024-04-09,
NCT100001983,Interventional,Phase 3,Completed,212,2018-11-23,2021-12-22
NCT100001984,Interventional,Phase 3,Unknown status,46,2013-07-08,
NCT100001985,Interventional,Phase 1,Unknown status,45,2016-01-27,
NCT100001986,Interventional,Phase 1,Terminated,20,2018-07-11,2019-05-17
NCT100001987,Interventional,Phase 2,Completed,230,2012-11-07,2014-10-14
NCT100001988,Interventional,Phase 1,"Active, not recruiting",146,2018-05-07,
NCT100001989,Interventional,Phase 3,Completed,56,2019-08-13,2021-12-17
NCT100001990,Interventional,Phase 2,Completed,864,2020-04-19,2025-03-20
NCT100001991,Interventional,Phase 2,Completed,22,2014-11-11,2016-12-05
NCT100001992,Interventional,Phase 2,"Active, not recruiting",47,2011-11-03,
NCT100001993,Interventional,Phase 3,"Active, not recruiting",44,2025-09-30,
NCT100001994,Interventional,Phase 1,Terminated,23,2021-07-13,2021-11-23
NCT100001995,Interventional,Phase 3,Completed,45,2020-01-07,2022-03-30
NCT100001996,Interventional,Phase 2,Completed,112,2025-04-20,2026-09-16
NCT100001997,Interventional,Phase 4,Completed,66,2017-02-11,2018-07-12
NCT100001998,Interventional,Phase 3,Completed,353,2015-12-03,2020-03-23
NCT100001999,Interventional,Phase 2,Completed,11,2024-08-01,2025-12-31
NCT100002000,Interventional,Phase 3,Completed,38,2016-04-26,2018-07-03
NCT100002001,Interventional,Phase 1,Completed,20,2019-06-14,2023-03-28
NCT100002002,Interventional,Phase 3,Completed,27,2016-04-02,2018-10-02
NCT100002003,Interventional,Phase 2,Completed,148,2015-12-04,2019-08-04
NCT100002004,Interventional,Phase 2,"Active, not recruiting",68,2020-10-12,
NCT100002005,Interventional,Phase 1,Completed,15,2023-01-10,2024-06-06
NCT100002006,Interventional,Phase 4,Completed,9,2014-12-18,2017-04-07
NCT100002007,Interventional,Phase 3,Completed,45,2015-10-29,2017-07-12
NCT100002008,Interventional,Phase 3,Completed,322,2012-11-09,2015-03-17
NCT100002009,Interventional,Phase 3,Terminated,172,2025-03-18,2026-03-08
NCT100002010,Interventional,Phase 3,Completed,178,2015-10-04,2018-10-24
NCT100002011,Interventional,Phase 3,"Active, not recruiting",45,2023-02-15,
NCT100002012,Interventional,Phase 2,Completed,18,2016-07-21,2020-03-10
NCT100002013,Interventional,Phase 4,"Active, not recruiting",164,2022-02-05,
NCT100002014,Interventional,Phase 3,Completed,63,2020-10-19,2023-11-04
NCT100002015,Interventional,Phase 3,Completed,200,2022-11-12,2025-04-05
NCT100002016,Interventional,Phase 4,Completed,50,2013-07-14,2016-04-04
NCT100002017,Interventional,Phase 2,Unknown status,662,2025-08-14,
NCT100002018,Interventional,Phase 3,Completed,164,2021-11-04,2024-01-29
NCT100002019,Interventional,Phase 1,Terminated,35,2021-08-07,2022-03-09
NCT100002020,Interventional,Phase 2,Completed,497,2015-01-23,2016-07-08
NCT100002021,Interventional,Phase 2,Completed,93,2019-12-13,2022-01-06
NCT100002022,Interventional,Phase 2,Completed,20,2021-09-17,2023-11-24
NCT100002023,Interventional,Phase 2,Unknown status,231,2025-07-03,
NCT100002024,Interventional,Phase 3,Completed,23,2020-06-23,2024-06-06
NCT100002025,Interventional,Phase 1,Withdrawn,6,2019-04-02,2019-10-31
NCT100002026,Interventional,Phase 1,Completed,211,2013-08-20,2015-06-20
NCT100002027,Interventional,Phase 3,Completed,97,2019-06-22,2023-11-27
NCT100002028,Interventional,Phase 1,Recruiting,14,2022-08-08,
NCT100002029,Interventional,Phase 1,Completed,51,2014-09-24,2017-09-27
NCT100002030,Interventional,Phase 2,Terminated,126,2023-04-23,2024-01-12
NCT100002031,Interventional,Phase 2,Completed,172,2025-07-13,2025-12-31
NCT100002032,Interventional,Phase 2,Completed,58,2015-10-02,2017-05-09
NCT100002033,Interventional,Phase 4,Recruiting,27,2011-01-29,
NCT100002034,Interventional,Phase 1,Withdrawn,64,2012-12-01,2013-07-04
NCT100002035,Interventional,Phase 3,Completed,1024,2022-12-14,2026-05-19
NCT100002036,Interventional,Phase 3,"Active, not recruiting",5,2023-12-16,
NCT100002037,Interventional,Phase 3,Completed,56,2022-02-22,2023-11-09
NCT100002038,Interventional,Phase 1,Terminated,259,2024-05-08,2024-10-22
NCT100002039,Interventional,Phase 2,Completed,84,2011-01-08,2012-12-04
NCT100002040,Interventional,Phase 2,Recruiting,661,2011-01-31,
NCT100002041,Interventional,Phase 4,Completed,211,2014-08-26,2016-12-10
NCT100002042,Interventional,Phase 2,"Active, not recruiting",37,2011-05-28,
NCT100002043,Interventional,Phase 3,Recruiting,5,2025-10-19,
NCT100002044,Interventional,Phase 1,Completed,254,2016-01-22,2020-01-14
NCT100002045,Interventional,Phase 2,Completed,32,2020-03-07,2022-06-11
NCT100002046,Interventional,Phase 2,Withdrawn,897,2014-02-23,2015-04-04
NCT100002047,Interventional,Phase 3,Completed,532,2012-07-16,2015-02-05
NCT100002048,Interventional,Phase 3,Completed,45,2020-11-25,2023-07-06
NCT100002049,Interventional,Phase 3,Recruiting,79,2025-06-07,
NCT100002050,Interventional,Phase 2,Completed,71,2015-11-20,2018-01-15
NCT100002051,Interventional,Phase 2,Completed,32,2014-04-26,2016-03-29
NCT100002052,Interventional,Phase 1,Terminated,12,2016-09-28,2017-06-17
NCT100002053,Interventional,Phase 2,Recruiting,69,2017-02-05,
NCT100002054,Interventional,Phase 4,"Active, not recruiting",46,2011-03-09,
NCT100002055,Interventional,Phase 2,Completed,52,2011-12-05,2015-01-16
NCT100002056,Interventional,Phase 4,Completed,18,2025-03-17,2025-12-31
NCT100002057,Interventional,Phase 3,Completed,100,2014-04-03,2016-01-16
NCT100002058,Interventional,Phase 3,Completed,26,2014-06-01,2018-03-01
NCT100002059,Interventional,Phase 2,Terminated,19,2023-02-18,2024-05-24
NCT100002060,Interventional,Phase 2,"Active, not recruiting",58,2020-06-27,
NCT100002061,Interventional,Phase 2,Unknown status,185,2022-03-08,
NCT100002062,Interventional,Phase 1,Completed,128,2013-09-19,2018-01-12
NCT100002063,Interventional,Phase 2,"Active, not recruiting",68,2023-07-21,
NCT100002064,Interventional,Phase 1,Completed,36,2021-02-20,2022-06-22
NCT100002065,Interventional,Phase 2,Completed,46,2014-07-10,2017-09-09
NCT100002066,Interventional,Phase 2,Completed,10,2019-07-30,2021-09-01
NCT100002067,Interventional,Phase 4,Withdrawn,17,2020-08-14,2021-12-15
NCT100002068,Interventional,Phase 2,Recruiting,330,2025-05-14,
NCT100002069,Interventional,Phase 3,Unknown status,22,2021-03-09,
NCT100002070,Interventional,Phase 3,Completed,72,2023-02-05,2025-07-13
NCT100002071,Interventional,Phase 4,Completed,27,2014-06-13,2017-01-23
NCT100002072,Interventional,Phase 3,Completed,853,2025-05-01,2025-12-31
NCT100002073,Interventional,Phase 4,Unknown status,462,2015-10-04,
NCT100002074,Interventional,Phase 3,Completed,268,2023-10-08,2026-11-07
NCT100002075,Interventional,Phase 3,Completed,61,2012-12-15,2015-12-18
NCT100002076,Interventional,Phase 2,"Active, not recruiting",5,2013-01-14,
NCT100002077,Interventional,Phase 2,Unknown status,69,2021-09-01,
NCT100002078,Interventional,Phase 3,Completed,481,2017-04-30,2020-01-23
NCT100002079,Interventional,Phase 1,Completed,1417,2023-10-12,2026-10-29
NCT100002080,Interventional,Phase 2,"Active, not recruiting",23,2021-12-03,
NCT100002081,Interventional,Phase 4,Completed,473,2019-05-18,2020-09-26
NCT100002082,Interventional,Phase 1,Completed,640,2023-02-17,2024-05-07
NCT100002083,Interventional,Phase 3,Completed,31,2013-11-23,2015-09-04
NCT100002084,Interventional,Phase 3,"Active, not recruiting",13,2019-07-24,
NCT100002085,Interventional,Phase 1,Withdrawn,23,2024-12-21,2025-05-31
NCT100002086,Interventional,Phase 4,Unknown status,38,2019-01-07,
NCT100002087,Interventional,Phase 3,Withdrawn,130,2018-07-22,2020-02-21
NCT100002088,Interventional,Phase 1,Terminated,60,2016-05-17,2017-05-26
NCT100002089,Interventional,Phase 4,Recruiting,22,2024-10-31,
NCT100002090,Interventional,Phase 3,Terminated,37,2014-11-18,2016-03-27
NCT100002091,Interventional,Phase 2,Withdrawn,35,2012-01-04,2012-10-30
NCT100002092,Interventional,Phase 3,Terminated,56,2013-06-11,2014-04-23
NCT100002093,Interventional,Phase 2,Completed,492,2019-04-23,2021-12-13
NCT100002094,Interventional,Phase 4,Recruiting,63,2012-12-16,
NCT100002095,Interventional,Phase 1,"Active, not recruiting",45,2021-07-27,
NCT100002096,Interventional,Phase 3,Completed,16,2016-08-12,2019-02-22
NCT100002097,Interventional,Phase 4,Recruiting,112,2020-02-05,
NCT100002098,Interventional,Phase 2,Completed,102,2019-02-26,2021-04-12
NCT100002099,Interventional,Phase 4,Completed,32,2018-09-18,2020-09-26
NCT100002100,Interventional,Phase 3,"Active, not recruiting",35,2023-03-25,
NCT100002101,Interventional,Phase 4,"Active, not recruiting",10,2021-05-12,
NCT100002102,Interventional,Phase 4,Completed,337,2015-02-16,2016-05-26
NCT100002103,Interventional,Phase 4,Completed,105,2018-11-09,2021-08-27
NCT100002104,Interventional,Phase 2,Recruiting,283,2011-05-28,
NCT100002105,Interventional,Phase 3,Completed,681,2013-11-17,2016-10-18
NCT100002106,Interventional,Phase 1,Completed,5,2013-12-13,2018-12-16
NCT100002107,Interventional,Phase 1,Completed,92,2016-06-20,2019-06-28
NCT100002108,Interventional,Phase 2,"Active, not recruiting",67,2019-07-15,
NCT100002109,Interventional,Phase 2,Completed,94,2021-07-21,2024-08-11
NCT100002110,Interventional,Phase 1,Completed,144,2024-03-08,2026-06-11
NCT100002111,Interventional,Phase 1,Completed,95,2019-01-08,2022-03-02
NCT100002112,Interventional,Phase 2,Completed,61,2019-01-24,2020-09-30
NCT100002113,Interventional,Phase 3,Completed,200,2021-09-03,2024-01-28
NCT100002114,Interventional,Phase 2,Withdrawn,81,2019-03-14,2019-11-06
NCT100002115,Interventional,Phase 2,Terminated,85,2015-10-22,2016-05-13
NCT100002116,Interventional,Phase 4,Completed,48,2023-11-25,2026-06-29
NCT100002117,Interventional,Phase 1,Completed,51,2021-08-24,2023-08-12
NCT100002118,Interventional,Phase 2,Completed,10,2020-03-07,2022-11-23
NCT100002119,Interventional,Phase 4,Completed,45,2013-05-16,2016-01-14
NCT100002120,Interventional,Phase 3,Completed,171,2022-12-17,2024-11-08
NCT100002121,Interventional,Phase 1,Unknown status,68,2016-07-11,
NCT100002122,Interventional,Phase 2,Recruiting,47,2023-06-07,
NCT100002123,Interventional,Phase 2,Completed,13,2020-09-09,2022-09-11
NCT100002124,Interventional,Phase 3,Unknown status,108,2024-08-13,
NCT100002125,Interventional,Phase 2,Completed,134,2017-11-04,2020-01-21
NCT100002126,Interventional,Phase 4,Completed,35,2018-12-20,2020-10-23
NCT100002127,Interventional,Phase 3,Completed,106,2012-11-23,2015-04-05
NCT100002128,Interventional,Phase 1,Completed,1609,2017-01-13,2018-08-19
NCT100002129,Interventional,Phase 4,Recruiting,92,2024-01-15,
NCT100002130,Interventional,Phase 3,Completed,237,2017-11-17,2019-10-23
NCT100002131,Interventional,Phase 2,Recruiting,31,2016-11-22,
NCT100002132,Interventional,Phase 1,Completed,129,2021-12-16,2024-11-20
NCT100002133,Interventional,Phase 1,Terminated,181,2015-02-25,2016-08-13
NCT100002134,Interventional,Phase 3,Terminated,158,2016-06-01,2017-07-09
NCT100002135,Interventional,Phase 2,Completed,11,2020-08-19,2022-10-27
NCT100002136,Interventional,Phase 2,Completed,83,2019-03-15,2021-06-21
NCT100002137,Interventional,Phase 1,Completed,67,2015-09-17,2017-01-06
NCT100002138,Interventional,Phase 1,Completed,82,2014-12-18,2016-10-24
NCT100002139,Interventional,Phase 2,Terminated,308,2025-04-17,2026-05-21
NCT100002140,Interventional,Phase 1,"Active, not recruiting",66,2021-08-16,
NCT100002141,Interventional,Phase 2,Completed,95,2015-02-21,2017-02-03
NCT100002142,Interventional,Phase 4,Completed,116,2024-06-15,2026-05-20
NCT100002143,Interventional,Phase 1,Completed,46,2013-07-17,2015-04-12
NCT100002144,Interventional,Phase 4,Completed,16,2015-06-22,2017-05-09
NCT100002145,Interventional,Phase 4,Completed,43,2019-03-23,2020-12-09
NCT100002146,Interventional,Phase 1,Unknown status,137,2017-05-21,
NCT100002147,Interventional,Phase 2,Terminated,59,2016-05-05,2017-01-16
NCT100002148,Interventional,Phase 2,Completed,216,2012-10-14,2014-08-04
NCT100002149,Interventional,Phase 4,Completed,24,2011-07-08,2013-12-26
NCT100002150,Interventional,Phase 2,Unknown status,16,2014-03-29,
NCT100002151,Interventional,Phase 2,"Active, not recruiting",58,2023-10-31,
NCT100002152,Interventional,Phase 1,"Active, not recruiting",32,2016-11-05,
NCT100002153,Interventional,Phase 3,Recruiting,103,2025-12-30,
NCT100002154,Interventional,Phase 1,Completed,83,2019-01-22,2021-08-13
NCT100002155,Interventional,Phase 1,Recruiting,102,2019-02-17,
NCT100002156,Interventional,Phase 3,Completed,107,2025-05-22,2025-12-31
NCT100002157,Interventional,Phase 1,Recruiting,206,2022-06-22,
NCT100002158,Interventional,Phase 3,"Active, not recruiting",41,2012-06-05,
NCT100002159,Interventional,Phase 3,Terminated,345,2020-11-14,2022-11-20
NCT100002160,Interventional,Phase 1,Completed,38,2017-12-02,2020-12-23
NCT100002161,Interventional,Phase 2,Completed,5,2015-03-29,2016-10-26
NCT100002162,Interventional,Phase 3,Recruiting,147,2025-11-20,
NCT100002163,Interventional,Phase 2,"Active, not recruiting",29,2019-12-28,
NCT100002164,Interventional,Phase 1,Completed,52,2023-06-27,2024-12-23
NCT100002165,Interventional,Phase 3,Completed,37,2011-02-22,2015-04-07
NCT100002166,Interventional,Phase 2,Completed,14,2014-05-10,2016-08-30
NCT100002167,Interventional,Phase 1,Completed,55,2021-09-15,2024-03-29
NCT100002168,Interventional,Phase 2,Completed,182,2020-08-19,2024-09-29
NCT100002169,Interventional,Phase 2,Completed,126,2017-04-10,2018-09-14
NCT100002170,Interventional,Phase 4,Completed,26,2021-12-19,2026-07-24
NCT100002171,Interventional,Phase 3,Completed,338,2018-03-26,2020-02-22
NCT100002172,Interventional,Phase 3,Unknown status,94,2025-04-16,
NCT100002173,Interventional,Phase 1,Completed,168,2014-03-11,2016-01-04
NCT100002174,Interventional,Phase 2,Completed,203,2013-08-29,2017-08-29
NCT100002175,Interventional,Phase 4,Recruiting,88,2016-10-22,
NCT100002176,Interventional,Phase 1,Recruiting,76,2018-03-15,
NCT100002177,Interventional,Phase 1,Terminated,67,2017-05-14,2018-03-12
NCT100002178,Interventional,Phase 2,"Active, not recruiting",108,2019-04-02,
NCT100002179,Interventional,Phase 2,Completed,27,2015-05-28,2017-07-28
NCT100002180,Interventional,Phase 2,Unknown status,130,2013-05-30,
NCT100002181,Interventional,Phase 1,Terminated,38,2025-03-16,2025-11-27
NCT100002182,Interventional,Phase 4,Completed,55,2015-12-26,2018-06-15
NCT100002183,Interventional,Phase 2,Completed,22,2018-07-10,2020-08-27
NCT100002184,Interventional,Phase 2,Completed,5,2018-12-27,2020-07-25
NCT100002185,Interventional,Phase 4,"Active, not recruiting",283,2020-04-27,
NCT100002186,Interventional,Phase 2,Completed,149,2020-01-18,2021-12-29
NCT100002187,Interventional,Phase 3,Recruiting,65,2021-09-29,
NCT100002188,Interventional,Phase 4,"Active, not recruiting",59,2024-01-20,
NCT100002189,Interventional,Phase 1,Terminated,75,2016-06-09,2017-12-29
NCT100002190,Interventional,Phase 2,Recruiting,51,2017-12-06,
NCT100002191,Interventional,Phase 2,Completed,21,2013-11-03,2016-08-22
NCT100002192,Interventional,Phase 1,Completed,170,2016-09-28,2017-11-11
NCT100002193,Interventional,Phase 3,Unknown status,106,2016-11-13,
NCT100002194,Interventional,Phase 3,Recruiting,435,2016-01-02,
NCT100002195,Interventional,Phase 2,Completed,5,2018-08-12,2020-11-27
NCT100002196,Interventional,Phase 1,Recruiting,65,2025-03-13,
NCT100002197,Interventional,Phase 2,Completed,19,2020-09-21,2023-07-13
NCT100002198,Interventional,Phase 2,Terminated,52,2018-12-24,2020-07-18
NCT100002199,Interventional,Phase 2,Completed,54,2024-04-05,2026-11-18
NCT100002200,Interventional,Phase 1,Completed,128,2021-03-30,2023-10-29
NCT100002201,Interventional,Phase 1,Recruiting,45,2023-10-24,
NCT100002202,Interventional,Phase 3,Completed,26,2024-09-16,2026-03-27
NCT100002203,Interventional,Phase 1,Completed,83,2015-06-09,2017-01-07
NCT100002204,Interventional,Phase 1,Completed,315,2024-08-04,2026-07-26
NCT100002205,Interventional,Phase 2,Completed,17,2012-02-19,2014-04-28
NCT100002206,Interventional,Phase 3,Completed,21,2024-07-16,2025-12-31
NCT100002207,Interventional,Phase 1,Terminated,5,2014-11-17,2015-12-15
NCT100002208,Interventional,Phase 1,Completed,91,2019-04-26,2021-07-18
NCT100002209,Interventional,Phase 2,Recruiting,17,2020-04-08,
NCT100002210,Interventional,Phase 2,Recruiting,38,2016-07-26,
NCT100002211,Interventional,Phase 2,Terminated,46,2023-04-26,2024-08-10
NCT100002212,Interventional,Phase 2,"Active, not recruiting",260,2017-01-24,
NCT100002213,Interventional,Phase 2,Recruiting,10,2025-12-20,
