nct_id,study_type,phase,overall_status,enrollment,start_date,completion_date,sponsor_type,sponsor_name,primary_condition,duration_days
NCT100001212,Interventional,Phase 4,Withdrawn,48,2011-06-21,2012-09-01,Industry,Industry Sponsor #153,Multiple Sclerosis,438
NCT100001213,Interventional,Phase 1,Completed,33,2014-10-01,2017-07-29,Other,Other Sponsor #62,Alzheimer's Disease,1032
NCT100001214,Interventional,Phase 3,Completed,52,2019-09-18,2022-05-26,NIH,NIH Sponsor #386,Major Depressive Disorder,981
NCT100001215,Interventional,Phase 1,Terminated,43,2017-10-06,2018-08-25,Industry,Industry Sponsor #34,Obesity,323
NCT100001216,Interventional,Phase 3,Completed,49,2023-11-25,2026-05-01,Other,Other Sponsor #284,Major Depressive Disorder,888
NCT100001217,Interventional,Phase 3,Completed,75,2011-04-17,2013-09-04,Industry,Industry Sponsor #229,Ulcerative Colitis,871
NCT100001218,Interventional,Phase 1,Completed,19,2025-06-05,2026-05-04,Other,Other Sponsor #87,Migraine,333
NCT100001219,Interventional,Phase 4,Completed,30,2022-11-01,2026-02-24,NIH,NIH Sponsor #238,Schizophrenia,1211
NCT100001220,Interventional,Phase 1,Terminated,34,2020-10-22,2022-02-25,Other,Other Sponsor #307,Chronic Kidney Disease,491
NCT100001221,Interventional,Phase 4,Completed,6,2021-06-28,2023-07-11,Other,Other Sponsor #262,Asthma,743
NCT100001222,Interventional,Phase 3,Completed,65,2012-07-24,2014-07-28,NIH,NIH Sponsor #203,Rheumatoid Arthritis,734
NCT100001223,Interventional,Phase 4,Completed,6,2012-03-18,2014-12-28,Other,Other Sponsor #259,Multiple Sclerosis,1015
NCT100001224,Interventional,Phase 4,Completed,41,2015-03-13,2017-12-27,Other,Other Sponsor #340,Multiple Sclerosis,1020
NCT100001225,Interventional,Phase 4,"Active, not recruiting",755,2013-08-16,,Industry,Industry Sponsor #69,Breast Cancer,
NCT100001226,Interventional,Phase 1,Completed,219,2014-01-28,2015-01-12,Industry,Industry Sponsor #285,Parkinson's Disease,349
NCT100001227,Interventional,Phase 2,Withdrawn,56,2022-03-11,2023-05-06,Other,Other Sponsor #40,HIV Infections,421
NCT100001228,Interventional,Phase 3,Recruiting,168,2017-09-24,,Industry,Industry Sponsor #308,Asthma,
NCT100001229,Interventional,Phase 3,Unknown status,25,2021-06-27,,Other,Other Sponsor #64,Chronic Obstructive Pulmonary Disease,
NCT100001230,Interventional,Phase 2,Completed,276,2017-09-27,2019-07-15,Industry,Industry Sponsor #144,Psoriasis,656
NCT100001231,Interventional,Phase 1,Completed,162,2021-03-08,2022-08-29,NIH,NIH Sponsor #368,Parkinson's Disease,539
NCT100001232,Interventional,Phase 4,Completed,81,2013-09-22,2016-12-09,Industry,Industry Sponsor #361,Chronic Obstructive Pulmonary Disease,1174
NCT100001233,Interventional,Phase 1,Completed,16,2014-04-11,2017-04-02,Other,Other Sponsor #143,Parkinson's Disease,1087
NCT100001234,Interventional,Phase 1,Recruiting,82,2019-05-08,,Industry,Industry Sponsor #345,Osteoarthritis,
NCT100001235,Interventional,Phase 1,Completed,44,2025-08-22,2025-12-31,Industry,Industry Sponsor #133,Alzheimer's Disease,131
NCT100001236,Interventional,Phase 1,Unknown status,79,2012-01-03,,Other,Other Sponsor #355,Schizophrenia,
NCT100001237,Interventional,Phase 3,Completed,4095,2016-10-06,2019-06-26,Other,Other Sponsor #219,Type 2 Diabetes Mellitus,993
NCT100001238,Interventional,Phase 2,Completed,5,2023-06-03,2025-09-29,Other,Other Sponsor #349,Parkinson's Disease,849
NCT100001239,Interventional,Phase 2,"Active, not recruiting",6,2014-12-13,,Other,Other Sponsor #115,Obesity,
NCT100001240,Interventional,Phase 2,Completed,479,2011-04-24,2013-11-09,Industry,Industry Sponsor #172,Osteoarthritis,930
NCT100001241,Interventional,Phase 3,Completed,27,2013-03-31,2016-01-11,Other,Other Sponsor #354,Hypertension,1016
NCT100001242,Interventional,Phase 4,Completed,152,2012-01-23,2013-08-17,Industry,Industry Sponsor #33,Major Depressive Disorder,572
NCT100001243,Interventional,Phase 2,Terminated,10,2015-03-09,2015-12-27,Other,Other Sponsor #321,Non-Small Cell Lung Cancer,293
NCT100001244,Interventional,Phase 2,"Active, not recruiting",15,2023-04-03,,Other,Other Sponsor #171,Alzheimer's Disease,
NCT100001245,Interventional,Phase 4,Terminated,102,2018-09-04,2020-03-01,Other,Other Sponsor #392,HIV Infections,544
NCT100001246,Interventional,Phase 2,Completed,38,2022-05-09,2023-12-16,Industry,Industry Sponsor #18,Hypertension,586
NCT100001247,Interventional,Phase 3,Recruiting,132,2011-08-19,,Industry,Industry Sponsor #29,Obesity,
NCT100001248,Interventional,Phase 1,Terminated,20,2023-11-07,2025-04-24,Other,Other Sponsor #151,Chronic Kidney Disease,534
NCT100001249,Interventional,Phase 2,"Active, not recruiting",1351,2016-04-30,,Industry,Industry Sponsor #338,HIV Infections,
NCT100001250,Interventional,Phase 2,Terminated,140,2012-12-11,2014-01-06,Industry,Industry Sponsor #52,Breast Cancer,391
NCT100001251,Interventional,Phase 2,Completed,1032,2014-03-31,2017-05-15,Industry,Industry Sponsor #53,Hypertension,1141
NCT100001252,Interventional,Phase 2,"Active, not recruiting",15,2011-12-24,,Other,Other Sponsor #65,Non-Small Cell Lung Cancer,
NCT100001253,Interventional,Phase 2,Completed,19,2019-11-06,2022-04-27,Other,Other Sponsor #125,Type 2 Diabetes Mellitus,903
NCT100001254,Interventional,Phase 1,Completed,129,2019-11-03,2021-05-31,Industry,Industry Sponsor #334,Coronary Artery Disease,575
NCT100001255,Interventional,Phase 4,Completed,772,2021-09-15,2025-04-30,Other,Other Sponsor #159,Coronary Artery Disease,1323
NCT100001256,Interventional,Phase 4,Completed,249,2012-11-19,2016-03-19,Industry,Industry Sponsor #75,Ulcerative Colitis,1216
NCT100001257,Interventional,Phase 3,Completed,90,2020-05-30,2023-05-11,NIH,NIH Sponsor #177,Chronic Obstructive Pulmonary Disease,1076
NCT100001258,Interventional,Phase 3,Completed,95,2023-04-18,2025-12-31,Industry,Industry Sponsor #97,HIV Infections,988
NCT100001259,Interventional,Phase 3,Completed,614,2022-10-25,2025-01-18,NIH,NIH Sponsor #154,Asthma,816
NCT100001260,Interventional,Phase 1,Unknown status,3257,2019-04-06,,Other,Other Sponsor #254,Breast Cancer,
NCT100001261,Interventional,Phase 3,Completed,23,2011-11-19,2014-09-17,Other,Other Sponsor #110,Multiple Sclerosis,1033
NCT100001262,Interventional,Phase 3,Completed,41,2022-02-13,2025-05-24,Industry,Industry Sponsor #4,Hypertension,1196
NCT100001263,Interventional,Phase 2,Completed,16,2025-02-03,2025-12-31,NIH,NIH Sponsor #226,Osteoarthritis,331
NCT100001264,Interventional,Phase 4,Unknown status,113,2012-01-21,,Industry,Industry Sponsor #102,Asthma,
NCT100001265,Interventional,Phase 1,Completed,82,2011-05-17,2013-12-26,Industry,Industry Sponsor #284,Chronic Obstructive Pulmonary Disease,954
NCT100001266,Interventional,Phase 1,Unknown status,13,2012-11-13,,Other,Other Sponsor #11,Rheumatoid Arthritis,
NCT100001267,Interventional,Phase 3,Completed,14,2014-07-07,2016-07-12,Other,Other Sponsor #108,Alzheimer's Disease,736
NCT100001268,Interventional,Phase 2,Completed,115,2024-02-27,2026-10-23,Industry,Industry Sponsor #270,Schizophrenia,969
NCT100001269,Interventional,Phase 1,Completed,39,2012-01-10,2013-10-26,Other,Other Sponsor #98,Chronic Kidney Disease,655
NCT100001270,Interventional,Phase 3,Completed,36,2021-05-16,2024-09-20,Industry,Industry Sponsor #326,Type 2 Diabetes Mellitus,1223
NCT100001271,Interventional,Phase 3,"Active, not recruiting",464,2022-02-14,,NIH,NIH Sponsor #151,Multiple Sclerosis,
NCT100001272,Interventional,Phase 1,"Active, not recruiting",78,2019-02-16,,Other,Other Sponsor #261,Parkinson's Disease,
NCT100001273,Interventional,Phase 3,Terminated,30,2025-09-05,2025-12-31,Other,Other Sponsor #86,Ulcerative Colitis,117
NCT100001274,Interventional,Phase 2,Completed,35,2013-03-14,2015-09-20,Industry,Industry Sponsor #365,Parkinson's Disease,920
NCT100001275,Interventional,Phase 3,Completed,20,2018-09-05,2020-07-10,Industry,Industry Sponsor #206,Osteoarthritis,674
NCT100001276,Interventional,Phase 1,Terminated,89,2021-11-07,2022-07-07,Other,Other Sponsor #121,Coronary Artery Disease,242
NCT100001277,Interventional,Phase 2,Completed,58,2018-10-30,2020-06-27,Industry,Industry Sponsor #192,Hypertension,606
NCT100001278,Interventional,Phase 1,Completed,225,2023-08-18,2025-05-27,Industry,Industry Sponsor #181,Type 2 Diabetes Mellitus,648
NCT100001279,Interventional,Phase 2,Completed,22,2021-10-19,2023-08-11,Other,Other Sponsor #240,Psoriasis,661
NCT100001280,Interventional,Phase 3,Completed,54,2018-10-13,2020-05-31,Industry,Industry Sponsor #92,Non-Small Cell Lung Cancer,596
NCT100001281,Interventional,Phase 3,Completed,98,2013-09-14,2016-07-24,Industry,Industry Sponsor #257,Hypertension,1044
NCT100001282,Interventional,Phase 3,Completed,444,2022-12-20,2025-05-02,Other,Other Sponsor #37,Migraine,864
NCT100001283,Interventional,Phase 1,Completed,39,2018-01-09,2019-09-20,Industry,Industry Sponsor #155,Non-Small Cell Lung Cancer,619
NCT100001284,Interventional,Phase 3,Unknown status,75,2024-02-15,,Other,Other Sponsor #386,Migraine,
NCT100001285,Interventional,Phase 1,"Active, not recruiting",132,2016-07-26,,Industry,Industry Sponsor #207,Osteoarthritis,
NCT100001286,Interventional,Phase 3,Unknown status,82,2022-02-19,,Other,Other Sponsor #204,Chronic Obstructive Pulmonary Disease,
NCT100001287,Interventional,Phase 2,Recruiting,94,2014-11-08,,Industry,Industry Sponsor #388,HIV Infections,
NCT100001288,Interventional,Phase 2,"Active, not recruiting",87,2011-03-18,,Industry,Industry Sponsor #220,Obesity,
NCT100001289,Interventional,Phase 2,Completed,117,2018-08-29,2020-07-20,Other,Other Sponsor #72,Rheumatoid Arthritis,691
NCT100001290,Interventional,Phase 2,Terminated,22,2014-06-05,2015-05-11,Other,Other Sponsor #338,Multiple Sclerosis,340
NCT100001291,Interventional,Phase 2,Completed,17,2013-01-26,2015-01-09,Other,Other Sponsor #399,Coronary Artery Disease,713
NCT100001292,Interventional,Phase 2,Completed,129,2024-07-11,2025-11-02,NIH,NIH Sponsor #72,Multiple Sclerosis,479
NCT100001293,Interventional,Phase 2,"Active, not recruiting",368,2019-07-06,,Other,Other Sponsor #294,Chronic Kidney Disease,
NCT100001294,Interventional,Phase 4,Completed,174,2014-07-18,2016-05-04,Industry,Industry Sponsor #244,Osteoarthritis,656
NCT100001295,Interventional,Phase 4,Completed,56,2015-09-20,2017-11-17,Other,Other Sponsor #88,Migraine,789
NCT100001296,Interventional,Phase 1,Withdrawn,49,2017-11-14,2018-07-02,Other,Other Sponsor #14,Hypertension,230
NCT100001297,Interventional,Phase 4,Completed,32,2011-04-21,2012-07-19,Industry,Industry Sponsor #150,Hypertension,455
NCT100001298,Interventional,Phase 1,Completed,71,2020-11-26,2022-04-22,Industry,Industry Sponsor #211,Major Depressive Disorder,512
NCT100001299,Interventional,Phase 1,Recruiting,27,2019-10-05,,Industry,Industry Sponsor #200,Chronic Obstructive Pulmonary Disease,
NCT100001300,Interventional,Phase 2,Recruiting,156,2023-05-14,,Other,Other Sponsor #82,Coronary Artery Disease,
NCT100001301,Interventional,Phase 1,Terminated,31,2017-03-22,2019-04-12,Other,Other Sponsor #104,Rheumatoid Arthritis,751
NCT100001302,Interventional,Phase 2,Terminated,34,2013-04-08,2013-12-12,Other,Other Sponsor #127,Osteoarthritis,248
NCT100001303,Interventional,Phase 4,Completed,150,2014-07-13,2016-09-26,Industry,Industry Sponsor #378,HIV Infections,806
NCT100001304,Interventional,Phase 2,Recruiting,7,2011-08-10,,Other,Other Sponsor #201,Asthma,
NCT100001305,Interventional,Phase 1,Recruiting,13,2020-10-25,,Other,Other Sponsor #235,Asthma,
NCT100001306,Interventional,Phase 3,Withdrawn,246,2014-07-26,2015-01-27,Industry,Industry Sponsor #23,Asthma,185
NCT100001307,Interventional,Phase 1,Completed,30,2020-07-15,2021-11-10,Other,Other Sponsor #35,Chronic Obstructive Pulmonary Disease,483
NCT100001308,Interventional,Phase 2,Completed,98,2015-03-15,2017-01-02,Other,Other Sponsor #189,Major Depressive Disorder,659
NCT100001309,Interventional,Phase 2,Completed,38,2019-01-02,2021-10-03,Other,Other Sponsor #85,Ulcerative Colitis,1005
NCT100001310,Interventional,Phase 1,Withdrawn,111,2012-08-10,2014-02-15,Industry,Industry Sponsor #346,Chronic Kidney Disease,554
NCT100001311,Interventional,Phase 3,Completed,12,2018-05-29,2021-02-05,Other,Other Sponsor #6,Rheumatoid Arthritis,983
NCT100001312,Interventional,Phase 2,Terminated,15,2017-10-28,2018-05-03,Other,Other Sponsor #35,Alzheimer's Disease,187
NCT100001313,Interventional,Phase 3,Completed,40,2016-12-17,2020-12-05,Industry,Industry Sponsor #143,Asthma,1449
NCT100001314,Interventional,Phase 2,Completed,48,2015-10-27,2018-04-05,Industry,Industry Sponsor #380,Hypertension,891
NCT100001315,Interventional,Phase 3,Completed,465,2012-10-30,2015-03-26,Industry,Industry Sponsor #226,Chronic Obstructive Pulmonary Disease,877
NCT100001316,Interventional,Phase 3,Completed,44,2015-06-24,2017-06-07,Other,Other Sponsor #227,Ulcerative Colitis,714
NCT100001317,Interventional,Phase 2,Completed,137,2017-03-16,2020-09-16,Industry,Industry Sponsor #3,Chronic Kidney Disease,1280
NCT100001318,Interventional,Phase 3,Completed,9,2019-05-15,2021-06-01,Other,Other Sponsor #123,Breast Cancer,748
NCT100001319,Interventional,Phase 2,Completed,67,2019-04-06,2020-09-20,Other,Other Sponsor #99,Hypertension,533
NCT100001320,Interventional,Phase 4,Recruiting,84,2018-03-22,,Industry,Industry Sponsor #341,Asthma,
NCT100001321,Interventional,Phase 1,"Active, not recruiting",165,2012-05-08,,Industry,Industry Sponsor #166,Chronic Obstructive Pulmonary Disease,
NCT100001322,Interventional,Phase 3,Completed,68,2023-12-26,2025-12-31,Other,Other Sponsor #220,Chronic Obstructive Pulmonary Disease,736
NCT100001323,Interventional,Phase 1,Completed,230,2011-06-12,2012-09-26,Industry,Industry Sponsor #335,Chronic Kidney Disease,472
NCT100001324,Interventional,Phase 1,Withdrawn,7,2015-02-14,2015-11-30,Industry,Industry Sponsor #143,Psoriasis,289
NCT100001325,Interventional,Phase 1,Completed,26,2015-04-04,2017-09-05,Industry,Industry Sponsor #307,Major Depressive Disorder,885
NCT100001326,Interventional,Phase 3,"Active, not recruiting",55,2021-02-18,,Other,Other Sponsor #292,Major Depressive Disorder,
NCT100001327,Interventional,Phase 2,Recruiting,40,2022-03-11,,Other,Other Sponsor #348,Rheumatoid Arthritis,
NCT100001328,Interventional,Phase 3,Completed,90,2021-11-10,2024-11-02,Other,Other Sponsor #342,Multiple Sclerosis,1088
NCT100001329,Interventional,Phase 1,Terminated,39,2014-08-22,2015-03-30,Other,Other Sponsor #262,Alzheimer's Disease,220
NCT100001330,Interventional,Phase 2,Completed,51,2020-11-27,2024-02-13,Other,Other Sponsor #316,Major Depressive Disorder,1173
NCT100001331,Interventional,Phase 1,Completed,167,2019-08-21,2021-09-19,Industry,Industry Sponsor #41,Psoriasis,760
NCT100001332,Interventional,Phase 2,Completed,35,2016-06-18,2018-12-12,Industry,Industry Sponsor #329,Schizophrenia,907
NCT100001333,Interventional,Phase 4,"Active, not recruiting",249,2012-03-09,,Industry,Industry Sponsor #69,Type 2 Diabetes Mellitus,
NCT100001334,Interventional,Phase 2,Withdrawn,103,2012-02-17,2013-02-17,Other,Other Sponsor #148,Alzheimer's Disease,366
NCT100001335,Interventional,Phase 2,Completed,140,2025-09-19,2025-12-31,Industry,Industry Sponsor #341,Alzheimer's Disease,103
NCT100001336,Interventional,Phase 2,Completed,117,2024-09-08,2026-12-26,Industry,Industry Sponsor #252,Chronic Obstructive Pulmonary Disease,839
NCT100001337,Interventional,Phase 1,Unknown status,14,2018-06-14,,Other,Other Sponsor #65,Osteoarthritis,
NCT100001338,Interventional,Phase 2,Completed,36,2014-01-15,2018-01-08,Other,Other Sponsor #260,HIV Infections,1454
NCT100001339,Interventional,Phase 2,Completed,16,2013-09-22,2016-03-25,Other,Other Sponsor #91,Coronary Artery Disease,915
NCT100001340,Interventional,Phase 2,Completed,5,2024-11-04,2025-12-31,Other,Other Sponsor #247,Psoriasis,422
NCT100001341,Interventional,Phase 2,Completed,313,2015-10-29,2017-04-27,Industry,Industry Sponsor #259,Obesity,546
NCT100001342,Interventional,Phase 3,Completed,404,2025-08-06,2025-12-31,Other,Other Sponsor #196,Hypertension,147
NCT100001343,Interventional,Phase 3,Terminated,116,2018-01-02,2018-12-01,Other,Other Sponsor #79,Asthma,333
NCT100001344,Interventional,Phase 1,Completed,38,2019-03-29,2021-05-25,Industry,Industry Sponsor #193,Parkinson's Disease,788
NCT100001345,Interventional,Phase 1,Completed,74,2025-01-28,2026-12-18,Industry,Industry Sponsor #80,Breast Cancer,689
NCT100001346,Interventional,Phase 3,Completed,222,2020-05-04,2022-03-14,Industry,Industry Sponsor #213,Psoriasis,679
NCT100001347,Interventional,Phase 2,Completed,59,2014-12-22,2018-02-19,Other,Other Sponsor #20,Major Depressive Disorder,1155
NCT100001348,Interventional,Phase 1,Completed,111,2015-01-26,2016-09-13,Industry,Industry Sponsor #385,Ulcerative Colitis,596
NCT100001349,Interventional,Phase 3,Completed,125,2021-05-06,2025-08-13,Industry,Industry Sponsor #198,Alzheimer's Disease,1560
NCT100001350,Interventional,Phase 1,Withdrawn,86,2011-01-06,2011-07-11,Other,Other Sponsor #347,Rheumatoid Arthritis,186
NCT100001351,Interventional,Phase 1,Recruiting,199,2025-12-02,,Industry,Industry Sponsor #131,Osteoarthritis,
NCT100001352,Interventional,Phase 4,Completed,76,2014-03-24,2015-08-05,Other,Other Sponsor #395,Chronic Kidney Disease,499
NCT100001353,Interventional,Phase 2,"Active, not recruiting",62,2023-01-14,,NIH,NIH Sponsor #266,Obesity,
NCT100001354,Interventional,Phase 1,Unknown status,63,2012-11-12,,Industry,Industry Sponsor #338,Osteoarthritis,
NCT100001355,Interventional,Phase 3,Unknown status,64,2024-01-19,,Other,Other Sponsor #46,Osteoarthritis,
NCT100001356,Interventional,Phase 3,Completed,282,2012-08-11,2014-09-02,Industry,Industry Sponsor #384,Chronic Kidney Disease,752
NCT100001357,Interventional,Phase 3,Completed,697,2024-09-29,2025-12-31,Industry,Industry Sponsor #252,Hypertension,458
NCT100001358,Interventional,Phase 3,Completed,223,2017-02-15,2018-11-21,Industry,Industry Sponsor #148,Asthma,644
NCT100001359,Interventional,Phase 2,Completed,122,2015-02-08,2016-11-19,Other,Other Sponsor #94,Major Depressive Disorder,650
NCT100001360,Interventional,Phase 2,Completed,102,2015-03-21,2017-07-23,Other,Other Sponsor #31,Chronic Obstructive Pulmonary Disease,855
NCT100001361,Interventional,Phase 4,Completed,121,2012-12-26,2015-09-04,Other,Other Sponsor #320,Asthma,982
NCT100001362,Interventional,Phase 1,Completed,128,2022-01-21,2024-06-28,Industry,Industry Sponsor #33,Osteoarthritis,889
NCT100001363,Interventional,Phase 1,Recruiting,32,2021-12-05,,Industry,Industry Sponsor #5,Breast Cancer,
NCT100001364,Interventional,Phase 3,Completed,30,2014-09-01,2017-10-20,Other,Other Sponsor #109,Breast Cancer,1145
NCT100001365,Interventional,Phase 2,Unknown status,106,2021-01-10,,Industry,Industry Sponsor #137,Parkinson's Disease,
NCT100001366,Interventional,Phase 2,Completed,37,2018-03-06,2020-10-20,Other,Other Sponsor #162,Psoriasis,959
NCT100001367,Interventional,Phase 2,Completed,12,2017-08-31,2019-08-10,Industry,Industry Sponsor #170,Breast Cancer,709
NCT100001368,Interventional,Phase 4,Recruiting,118,2012-04-18,,Industry,Industry Sponsor #72,Major Depressive Disorder,
NCT100001369,Interventional,Phase 4,Withdrawn,215,2013-07-05,2014-11-17,Industry,Industry Sponsor #128,Schizophrenia,500
